TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,COLUMN_NAME,ORDINAL_POSITION,CONSTRAINT_NAME,CONSTRAINT_SCHEMA,CONSTRAINT_CATALOG,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME,REFERENCED_TABLE_SCHEMA,POSITION_IN_UNIQUE_CONSTRAINT
ccledu_next480,oc_calendar_resources_md,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_flow_checks,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_flow_checks,def,hash,1,flow_unique_hash,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_accesscache,def,user_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_accesscache,def,collection_id,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_accesscache,def,resource_type,3,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_accesscache,def,resource_id,4,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_resources,def,collection_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_resources,def,resource_type,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_resources,def,resource_id,3,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_twofactor_backupcodes,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_onlyoffice_instance,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_onlyoffice_instance,def,remote,1,onlyoffice_remote_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_vcategory,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_share,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_apps_routes,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_template,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_template,def,userid,1,rd_t_user_file,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_template,def,fileid,2,rd_t_user_file,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_reminders,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_reminders,def,user_id,1,reminders_uniq_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_reminders,def,file_id,2,reminders_uniq_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_reminders,def,due_date,3,reminders_uniq_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_text2image_tasks,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_flow_operations_scope,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_flow_operations_scope,def,operation_id,1,flow_unique_scope,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_flow_operations_scope,def,type,2,flow_unique_scope,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_flow_operations_scope,def,value,3,flow_unique_scope,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_preferences_ex,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_preferences_ex,def,userid,1,preferences_ex__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_preferences_ex,def,appid,2,preferences_ex__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_preferences_ex,def,configkey,3,preferences_ex__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_cal_proxy,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_cal_proxy,def,owner_id,1,dav_cal_proxy_uidx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_cal_proxy,def,proxy_id,2,dav_cal_proxy_uidx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_cal_proxy,def,permissions,3,dav_cal_proxy_uidx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_reminders,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_token,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_token,def,share_id,1,sicisimit,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_token,def,circle_id,2,sicisimit,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_token,def,single_id,3,sicisimit,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_token,def,member_id,4,sicisimit,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_token,def,token,5,sicisimit,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_user_status,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_user_status,def,user_id,1,user_status_uid_ix,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_groups,def,gid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_appt_configs,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_appt_configs,def,token,1,cal_appt_token_uniq_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_rooms_md,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_metadata_index,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_translation,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_translation,def,appid,1,ex_translation__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_translation,def,name,2,ex_translation__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_privacy_admins,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_reactions,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_reactions,def,parent_id,1,comment_reaction_unique,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_reactions,def,actor_type,2,comment_reaction_unique,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_reactions,def,actor_id,3,comment_reaction_unique,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_reactions,def,reaction,4,comment_reaction_unique,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,contact,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,about,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,faculty,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,corevalues,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,administration,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,news_,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,gallery,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,login,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,login,def,username,1,username,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,visits,def,vid,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,diploma_courses,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,slider,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,admissionform,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,undergraduate_courses,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,notifications_,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,youtubegallery,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,affiliation,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,facilities,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,messages,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,downloads,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,scholarships,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_lumahsi,videos,def,id,1,PRIMARY,ccledu_lumahsi,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,bog,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,about,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,faculty,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,jobs,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,result,def,id_,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,houses,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,gallery,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,admission,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,ex,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,tenders,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,login,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,login,def,username,1,username,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,teachers,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,teachers,def,username,1,username,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,pride,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,faqs,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,slider,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,issbcorner,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,finalresult,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,news,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,facilities,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,messages,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,login_info,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,larkanians,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,appointments,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,lectures,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,uploads,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,uploads,def,filename,1,filename,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,shuhadas,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,written1,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_ccl_new_db,videos,def,id,1,PRIMARY,ccledu_ccl_new_db,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_wpxlsdata,def,id_wpxlsdata,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_loginizer_logs,def,ip,1,ip,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_pmxi_imports,def,id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_pmxi_posts,def,id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_termmeta,def,meta_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_comments,def,comment_ID,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_users,def,ID,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_postmeta,def,meta_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_options,def,option_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_options,def,option_name,1,option_name,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_pmxi_history,def,id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_term_taxonomy,def,term_taxonomy_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_term_taxonomy,def,term_id,1,term_id_taxonomy,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_term_taxonomy,def,taxonomy,2,term_id_taxonomy,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_term_relationships,def,object_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_term_relationships,def,term_taxonomy_id,2,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_commentmeta,def,meta_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_pmxi_files,def,id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_posts,def,ID,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_terms,def,term_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_links,def,link_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_wpxlsdata_shortcode,def,id_shortcode,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_wpxlsdata_meta,def,id_meta,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_pmxi_hash,def,hash,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_pmxi_images,def,id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_usermeta,def,umeta_id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL
ccledu_wp186,wp3w_pmxi_templates,def,id,1,PRIMARY,ccledu_wp186,def,NULL,NULL,NULL,NULL

