EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,IS_GENERATED,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLLATION_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,NUMERIC_PRECISION,CHARACTER_SET_NAME,DATETIME_PRECISION,GENERATION_EXPRESSION,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_TYPE,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TABLES,NULL,def,ENGINE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,VERSION,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(10),YES,NEVER,information_schema,select,TABLES,NULL,def,ROW_FORMAT,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,30,10
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,TABLE_ROWS,NULL,<blank>,NULL,8,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,AVG_ROW_LENGTH,NULL,<blank>,NULL,9,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,DATA_LENGTH,NULL,<blank>,NULL,10,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,MAX_DATA_LENGTH,NULL,<blank>,NULL,11,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,INDEX_LENGTH,NULL,<blank>,NULL,12,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,DATA_FREE,NULL,<blank>,NULL,13,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,AUTO_INCREMENT,NULL,<blank>,NULL,14,20,NULL,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,TABLES,NULL,def,CREATE_TIME,NULL,<blank>,NULL,15,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,TABLES,NULL,def,UPDATE_TIME,NULL,<blank>,NULL,16,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,NEVER,information_schema,select,TABLES,NULL,def,CHECK_TIME,NULL,<blank>,NULL,17,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(32),YES,NEVER,information_schema,select,TABLES,NULL,def,TABLE_COLLATION,utf8mb3_general_ci,<blank>,NULL,18,NULL,utf8mb3,NULL,NULL,96,32
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,CHECKSUM,NULL,<blank>,NULL,19,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,TABLES,NULL,def,CREATE_OPTIONS,utf8mb3_general_ci,<blank>,NULL,20,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(2048),NO,NEVER,information_schema,select,TABLES,NULL,def,TABLE_COMMENT,utf8mb3_general_ci,<blank>,NULL,21,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLES,0,def,MAX_INDEX_LENGTH,NULL,<blank>,NULL,22,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1),YES,NEVER,information_schema,select,TABLES,NULL,def,TEMPORARY,utf8mb3_general_ci,<blank>,NULL,23,NULL,utf8mb3,NULL,NULL,3,1
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLESPACES,NULL,def,TABLESPACE_NAME,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLESPACES,NULL,def,ENGINE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TABLESPACES,NULL,def,TABLESPACE_TYPE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TABLESPACES,NULL,def,LOGFILE_GROUP_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,EXTENT_SIZE,NULL,<blank>,NULL,5,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,AUTOEXTEND_SIZE,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,MAXIMUM_SIZE,NULL,<blank>,NULL,7,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,NEVER,information_schema,select,TABLESPACES,0,def,NODEGROUP_ID,NULL,<blank>,NULL,8,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(2048),YES,NEVER,information_schema,select,TABLESPACES,NULL,def,TABLESPACE_COMMENT,utf8mb3_general_ci,<blank>,NULL,9,NULL,utf8mb3,NULL,NULL,6144,2048
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_CATALOG,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_SCHEMA,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_CONSTRAINTS,NULL,def,CONSTRAINT_TYPE,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(385),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,GRANTEE,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1155,385
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,PRIVILEGE_TYPE,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,TABLE_PRIVILEGES,NULL,def,IS_GRANTABLE,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,TRIGGER_CATALOG,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,TRIGGER_SCHEMA,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,TRIGGER_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(6),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,EVENT_MANIPULATION,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,18,6
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,EVENT_OBJECT_CATALOG,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,EVENT_OBJECT_SCHEMA,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,EVENT_OBJECT_TABLE,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(4),NO,NEVER,information_schema,select,TRIGGERS,0,def,ACTION_ORDER,NULL,<blank>,NULL,8,19,NULL,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_CONDITION,utf8mb3_general_ci,<blank>,NULL,9,NULL,utf8mb3,NULL,NULL,4294967295,4294967295
<blank>,longtext,<blank>,longtext,NO,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_STATEMENT,utf8mb3_general_ci,<blank>,NULL,10,NULL,utf8mb3,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(9),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_ORIENTATION,utf8mb3_general_ci,<blank>,NULL,11,NULL,utf8mb3,NULL,NULL,27,9
<blank>,varchar,<blank>,varchar(6),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_TIMING,utf8mb3_general_ci,<blank>,NULL,12,NULL,utf8mb3,NULL,NULL,18,6
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_OLD_TABLE,utf8mb3_general_ci,<blank>,NULL,13,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),YES,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_NEW_TABLE,utf8mb3_general_ci,<blank>,NULL,14,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_OLD_ROW,utf8mb3_general_ci,<blank>,NULL,15,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_NEW_ROW,utf8mb3_general_ci,<blank>,NULL,16,NULL,utf8mb3,NULL,NULL,9,3
<blank>,datetime,<blank>,datetime(2),YES,NEVER,information_schema,select,TRIGGERS,NULL,def,CREATED,NULL,<blank>,NULL,17,NULL,NULL,2,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(8192),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,SQL_MODE,utf8mb3_general_ci,<blank>,NULL,18,NULL,utf8mb3,NULL,NULL,24576,8192
<blank>,varchar,<blank>,varchar(384),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,DEFINER,utf8mb3_general_ci,<blank>,NULL,19,NULL,utf8mb3,NULL,NULL,1152,384
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,CHARACTER_SET_CLIENT,utf8mb3_general_ci,<blank>,NULL,20,NULL,utf8mb3,NULL,NULL,96,32
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,COLLATION_CONNECTION,utf8mb3_general_ci,<blank>,NULL,21,NULL,utf8mb3,NULL,NULL,96,32
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,TRIGGERS,NULL,def,DATABASE_COLLATION,utf8mb3_general_ci,<blank>,NULL,22,NULL,utf8mb3,NULL,NULL,96,32
<blank>,varchar,<blank>,varchar(385),NO,NEVER,information_schema,select,USER_PRIVILEGES,NULL,def,GRANTEE,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1155,385
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,USER_PRIVILEGES,NULL,def,TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,USER_PRIVILEGES,NULL,def,PRIVILEGE_TYPE,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,USER_PRIVILEGES,NULL,def,IS_GRANTABLE,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,VIEWS,NULL,def,TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,VIEWS,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,VIEWS,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,longtext,<blank>,longtext,NO,NEVER,information_schema,select,VIEWS,NULL,def,VIEW_DEFINITION,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,4294967295,4294967295
<blank>,varchar,<blank>,varchar(8),NO,NEVER,information_schema,select,VIEWS,NULL,def,CHECK_OPTION,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,24,8
<blank>,varchar,<blank>,varchar(3),NO,NEVER,information_schema,select,VIEWS,NULL,def,IS_UPDATABLE,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,9,3
<blank>,varchar,<blank>,varchar(384),NO,NEVER,information_schema,select,VIEWS,NULL,def,DEFINER,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,1152,384
<blank>,varchar,<blank>,varchar(7),NO,NEVER,information_schema,select,VIEWS,NULL,def,SECURITY_TYPE,utf8mb3_general_ci,<blank>,NULL,8,NULL,utf8mb3,NULL,NULL,21,7
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,VIEWS,NULL,def,CHARACTER_SET_CLIENT,utf8mb3_general_ci,<blank>,NULL,9,NULL,utf8mb3,NULL,NULL,96,32
<blank>,varchar,<blank>,varchar(32),NO,NEVER,information_schema,select,VIEWS,NULL,def,COLLATION_CONNECTION,utf8mb3_general_ci,<blank>,NULL,10,NULL,utf8mb3,NULL,NULL,96,32
<blank>,varchar,<blank>,varchar(10),NO,NEVER,information_schema,select,VIEWS,NULL,def,ALGORITHM,utf8mb3_general_ci,<blank>,NULL,11,NULL,utf8mb3,NULL,NULL,30,10
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,CLIENT_STATISTICS,NULL,def,CLIENT,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,192,64
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,TOTAL_CONNECTIONS,NULL,<blank>,NULL,2,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,CONCURRENT_CONNECTIONS,NULL,<blank>,NULL,3,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,CONNECTED_TIME,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,double,<blank>,double,NO,NEVER,information_schema,select,CLIENT_STATISTICS,NULL,def,BUSY_TIME,NULL,<blank>,NULL,5,21,NULL,NULL,NULL,NULL,NULL
<blank>,double,<blank>,double,NO,NEVER,information_schema,select,CLIENT_STATISTICS,NULL,def,CPU_TIME,NULL,<blank>,NULL,6,21,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,BYTES_RECEIVED,NULL,<blank>,NULL,7,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,BYTES_SENT,NULL,<blank>,NULL,8,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,BINLOG_BYTES_WRITTEN,NULL,<blank>,NULL,9,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,ROWS_READ,NULL,<blank>,NULL,10,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,ROWS_SENT,NULL,<blank>,NULL,11,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,ROWS_DELETED,NULL,<blank>,NULL,12,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,ROWS_INSERTED,NULL,<blank>,NULL,13,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,ROWS_UPDATED,NULL,<blank>,NULL,14,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,SELECT_COMMANDS,NULL,<blank>,NULL,15,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,UPDATE_COMMANDS,NULL,<blank>,NULL,16,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,OTHER_COMMANDS,NULL,<blank>,NULL,17,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,COMMIT_TRANSACTIONS,NULL,<blank>,NULL,18,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,ROLLBACK_TRANSACTIONS,NULL,<blank>,NULL,19,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,DENIED_CONNECTIONS,NULL,<blank>,NULL,20,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,LOST_CONNECTIONS,NULL,<blank>,NULL,21,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,ACCESS_DENIED,NULL,<blank>,NULL,22,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,EMPTY_QUERIES,NULL,<blank>,NULL,23,19,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,TOTAL_SSL_CONNECTIONS,NULL,<blank>,NULL,24,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,CLIENT_STATISTICS,0,def,MAX_STATEMENT_TIME_EXCEEDED,NULL,<blank>,NULL,25,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(192),NO,NEVER,information_schema,select,INDEX_STATISTICS,NULL,def,TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,576,192
<blank>,varchar,<blank>,varchar(192),NO,NEVER,information_schema,select,INDEX_STATISTICS,NULL,def,TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,576,192
<blank>,varchar,<blank>,varchar(192),NO,NEVER,information_schema,select,INDEX_STATISTICS,NULL,def,INDEX_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,576,192
<blank>,bigint,<blank>,bigint(21),NO,NEVER,information_schema,select,INDEX_STATISTICS,0,def,ROWS_READ,NULL,<blank>,NULL,4,19,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_FT_CONFIG,NULL,def,KEY,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(193),NO,NEVER,information_schema,select,INNODB_FT_CONFIG,NULL,def,VALUE,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,579,193
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,F_TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,1,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,F_TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,F_TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,3,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,F_GEOMETRY_COLUMN,utf8mb3_general_ci,<blank>,NULL,4,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(512),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,G_TABLE_CATALOG,utf8mb3_general_ci,<blank>,NULL,5,NULL,utf8mb3,NULL,NULL,1536,512
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,G_TABLE_SCHEMA,utf8mb3_general_ci,<blank>,NULL,6,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,G_TABLE_NAME,utf8mb3_general_ci,<blank>,NULL,7,NULL,utf8mb3,NULL,NULL,192,64
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,NULL,def,G_GEOMETRY_COLUMN,utf8mb3_general_ci,<blank>,NULL,8,NULL,utf8mb3,NULL,NULL,192,64
<blank>,tinyint,<blank>,tinyint(2),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,0,def,STORAGE_TYPE,NULL,<blank>,NULL,9,3,NULL,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(7),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,0,def,GEOMETRY_TYPE,NULL,<blank>,NULL,10,10,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(2),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,0,def,COORD_DIMENSION,NULL,<blank>,NULL,11,3,NULL,NULL,NULL,NULL,NULL
<blank>,tinyint,<blank>,tinyint(2),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,0,def,MAX_PPR,NULL,<blank>,NULL,12,3,NULL,NULL,NULL,NULL,NULL
<blank>,smallint,<blank>,smallint(5),NO,NEVER,information_schema,select,GEOMETRY_COLUMNS,0,def,SRID,NULL,<blank>,NULL,13,5,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESTATS,0,def,TABLE_ID,NULL,<blank>,NULL,1,20,NULL,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),NO,NEVER,information_schema,select,INNODB_SYS_TABLESTATS,NULL,def,NAME,utf8mb3_general_ci,<blank>,NULL,2,NULL,utf8mb3,NULL,NULL,192,64
<blank>,int,<blank>,int(1),NO,NEVER,information_schema,select,INNODB_SYS_TABLESTATS,0,def,STATS_INITIALIZED,NULL,<blank>,NULL,3,10,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESTATS,0,def,NUM_ROWS,NULL,<blank>,NULL,4,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESTATS,0,def,CLUST_INDEX_SIZE,NULL,<blank>,NULL,5,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESTATS,0,def,OTHER_INDEX_SIZE,NULL,<blank>,NULL,6,20,NULL,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,NEVER,information_schema,select,INNODB_SYS_TABLESTATS,0,def,MODIFIED_COUNTER,NULL,<blank>,NULL,7,20,NULL,NULL,NULL,NULL,NULL
